X-Coordinate,Y-Coordinate,Diameter,Angle-Psi,Origin X (Ang),Origin Y (Ang),Defocus U,Defocus V,Defocus Angle,Phase Shift,CTF B Factor
526,3056,142,95.510201,3.16056,-3.16056,7097.543945,6852.695801,-11.75974,0.0,0.0
2992,2921,142,0.0,-3.16056,3.16056,7204.697754,6959.849609,-11.75974,0.0,0.0
2687,3376,142,337.959167,0.0,3.16056,7226.84082,6981.992676,-11.75974,0.0,0.0
2310,3298,142,36.734692,-3.16056,6.32112,7191.855469,6947.007324,-11.75974,0.0,0.0
725,640,142,66.122444,-3.16056,-6.32112,6989.151855,6744.303711,-11.75974,0.0,0.0
2395,327,142,124.897949,6.32112,-3.16056,7030.044922,6785.196777,-11.75974,0.0,0.0
1116,3106,142,139.591827,0.0,3.16056,7089.033691,6844.185547,-11.75974,0.0,0.0
3383,1606,142,88.163254,-6.32112,3.16056,7186.01416,6941.166016,-11.75974,0.0,0.0
3269,753,142,154.285706,0.0,0.0,7131.849609,6887.001465,-11.75974,0.0,0.0
2815,1116,142,36.734692,3.16056,0.0,7113.019043,6868.170898,-11.75974,0.0,0.0
611,3134,142,168.979584,0.0,3.16056,7098.208984,6853.36084,-11.75974,0.0,0.0
1151,1002,142,66.122444,-6.32112,6.32112,7016.629395,6771.78125,-11.75974,0.0,0.0
3042,2800,142,235.102036,0.0,3.16056,7202.431152,6957.583008,-11.75974,0.0,0.0
3298,3411,142,183.673462,3.16056,-6.32112,7221.933594,6977.085449,-11.75974,0.0,0.0
3262,2388,142,22.040813,3.16056,-3.16056,7211.383301,6966.535156,-11.75974,0.0,0.0
3376,881,142,227.755096,3.16056,0.0,7145.271484,6900.42334,-11.75974,0.0,0.0
1436,2452,142,58.775509,9.48168,-3.16056,7084.666504,6839.818359,-11.75974,0.0,0.0
3468,199,142,249.795898,0.0,-3.16056,7129.789062,6884.940918,-11.75974,0.0,0.0
3319,2743,142,36.734692,-3.16056,3.16056,7225.992188,6981.144043,-11.75974,0.0,0.0
2161,483,142,51.42857,-3.16056,0.0,7020.204102,6775.355957,-11.75974,0.0,0.0
3014,3340,142,132.244888,-3.16056,0.0,7228.425781,6983.577637,-11.75974,0.0,0.0
1969,2310,142,227.755096,3.16056,6.32112,7097.208496,6852.360352,-11.75974,0.0,0.0
2665,640,142,330.612244,-3.16056,0.0,7078.257812,6833.409668,-11.75974,0.0,0.0
2942,1542,142,315.918365,-3.16056,3.16056,7138.82959,6893.981445,-11.75974,0.0,0.0
1457,2033,142,249.795898,-12.64224,-9.48168,7077.942871,6833.094727,-11.75974,0.0,0.0
1748,576,142,124.897949,0.0,0.0,6996.751465,6751.90332,-11.75974,0.0,0.0
1016,1073,142,66.122444,0.0,0.0,7018.180176,6773.332031,-11.75974,0.0,0.0
988,426,142,293.877533,0.0,0.0,6964.152832,6719.304688,-11.75974,0.0,0.0
178,327,142,235.102036,3.16056,-3.16056,7033.956055,6789.10791,-11.75974,0.0,0.0
1386,1628,142,271.836731,0.0,12.64224,7064.664062,6819.815918,-11.75974,0.0,0.0
2004,796,142,51.42857,9.48168,-9.48168,7037.34375,6792.495605,-11.75974,0.0,0.0
291,1962,142,88.163254,0.0,0.0,7026.523438,6781.675293,-11.75974,0.0,0.0
1606,384,142,323.265289,3.16056,-6.32112,6964.342773,6719.494629,-11.75974,0.0,0.0
3106,2537,142,191.020401,0.0,0.0,7197.620605,6952.772461,-11.75974,0.0,0.0
1756,2630,142,271.836731,0.0,-3.16056,7099.596191,6854.748047,-11.75974,0.0,0.0
1301,2857,142,117.551018,0.0,6.32112,7088.635742,6843.787598,-11.75974,0.0,0.0
2950,2239,142,29.387754,3.16056,0.0,7166.227051,6921.378906,-11.75974,0.0,0.0
3440,2360,142,257.142853,3.16056,-3.16056,7234.442871,6989.594727,-11.75974,0.0,0.0
1898,1116,142,58.775509,6.32112,0.0,7057.211914,6812.36377,-11.75974,0.0,0.0
924,3035,142,124.897949,-3.16056,-3.16056,7087.347656,6842.499512,-11.75974,0.0,0.0
1436,2289,142,220.408157,0.0,0.0,7081.894043,6837.045898,-11.75974,0.0,0.0
2786,3255,142,29.387754,3.16056,-6.32112,7218.598633,6973.750488,-11.75974,0.0,0.0
2289,3490,142,154.285706,3.16056,0.0,7211.236816,6966.388672,-11.75974,0.0,0.0
874,2395,142,14.693877,0.0,0.0,7070.058594,6825.210449,-11.75974,0.0,0.0
1130,3255,142,205.714279,-9.48168,3.16056,7091.769531,6846.921387,-11.75974,0.0,0.0
434,256,142,88.163254,-9.48168,-6.32112,7003.725586,6758.877441,-11.75974,0.0,0.0
2587,1187,142,0.0,3.16056,-3.16056,7100.147949,6855.299805,-11.75974,0.0,0.0
2054,1130,142,257.142853,0.0,0.0,7066.172363,6821.324219,-11.75974,0.0,0.0
2274,1286,142,80.816322,-3.16056,0.0,7085.529297,6840.681152,-11.75974,0.0,0.0
1969,235,142,58.775509,-3.16056,0.0,6974.363281,6729.515137,-11.75974,0.0,0.0
3397,3497,142,205.714279,6.32112,-3.16056,7212.902832,6968.054688,-11.75974,0.0,0.0
1194,1343,142,330.612244,9.48168,6.32112,7043.086914,6798.23877,-11.75974,0.0,0.0
1855,1606,142,95.510201,6.32112,-3.16056,7078.759766,6833.911621,-11.75974,0.0,0.0
2978,881,142,337.959167,6.32112,3.16056,7114.986816,6870.138672,-11.75974,0.0,0.0
3618,1357,142,352.653015,0.0,0.0,7192.397461,6947.549316,-11.75974,0.0,0.0
2090,3241,142,117.551018,9.48168,3.16056,7163.84082,6918.992676,-11.75974,0.0,0.0
704,1798,142,95.510201,-6.32112,-3.16056,7041.208984,6796.36084,-11.75974,0.0,0.0
1173,341,142,330.612244,-6.32112,-9.48168,6949.871094,6705.022949,-11.75974,0.0,0.0
2964,135,142,124.897949,3.16056,3.16056,7078.993164,6834.14502,-11.75974,0.0,0.0
3298,661,142,51.42857,-3.16056,3.16056,7130.443848,6885.595703,-11.75974,0.0,0.0
3483,1649,142,22.040813,0.0,0.0,7200.158691,6955.310547,-11.75974,0.0,0.0
1457,711,142,330.612244,0.0,0.0,6997.291992,6752.443848,-11.75974,0.0,0.0
547,2630,142,73.469383,3.16056,3.16056,7074.060059,6829.211914,-11.75974,0.0,0.0
249,3227,142,73.469383,0.0,-3.16056,7125.201172,6880.353027,-11.75974,0.0,0.0
1770,1727,142,51.42857,0.0,-3.16056,7079.38916,6834.541016,-11.75974,0.0,0.0
2559,2182,142,51.42857,6.32112,0.0,7125.439453,6880.591309,-11.75974,0.0,0.0
3028,1692,142,110.204079,-3.16056,-6.32112,7152.646973,6907.798828,-11.75974,0.0,0.0
3412,1301,142,102.85714,9.48168,-3.16056,7169.454102,6924.605957,-11.75974,0.0,0.0
867,405,142,279.183655,3.16056,-3.16056,6968.151367,6723.303223,-11.75974,0.0,0.0
1684,1656,142,271.836731,-6.32112,0.0,7074.980957,6830.132812,-11.75974,0.0,0.0
3412,519,142,330.612244,-3.16056,3.16056,7134.395508,6889.547363,-11.75974,0.0,0.0
1962,2523,142,14.693877,6.32112,-12.64224,7104.335938,6859.487793,-11.75974,0.0,0.0
3049,1109,142,227.755096,0.0,0.0,7130.152344,6885.304199,-11.75974,0.0,0.0
1891,3340,142,249.795898,3.16056,-3.16056,7150.572754,6905.724609,-11.75974,0.0,0.0
3184,2246,142,271.836731,0.0,-3.16056,7195.470703,6950.622559,-11.75974,0.0,0.0
2630,462,142,352.653015,0.0,-3.16056,7064.124023,6819.275879,-11.75974,0.0,0.0
640,2836,142,161.632645,6.32112,3.16056,7083.819336,6838.971191,-11.75974,0.0,0.0
604,1215,142,205.714279,-6.32112,0.0,7012.240723,6767.392578,-11.75974,0.0,0.0
1741,3077,142,44.081627,6.32112,-3.16056,7119.300781,6874.452637,-11.75974,0.0,0.0
3532,3241,142,146.938766,0.0,0.0,7220.845215,6975.99707,-11.75974,0.0,0.0
227,2786,142,249.795898,0.0,0.0,7086.426758,6841.578613,-11.75974,0.0,0.0
2424,3447,142,36.734692,3.16056,-3.16056,7219.176758,6974.328613,-11.75974,0.0,0.0
3085,547,142,7.346939,3.16056,6.32112,7108.786621,6863.938477,-11.75974,0.0,0.0
3618,1166,142,249.795898,3.16056,0.0,7178.967285,6934.119141,-11.75974,0.0,0.0
2523,1649,142,161.632645,-6.32112,-3.16056,7109.305176,6864.457031,-11.75974,0.0,0.0
2985,1898,142,0.0,0.0,0.0,7156.395996,6911.547852,-11.75974,0.0,0.0
3596,2871,142,352.653015,0.0,-3.16056,7247.075684,7002.227539,-11.75974,0.0,0.0
2651,1095,142,117.551018,3.16056,-3.16056,7100.631836,6855.783691,-11.75974,0.0,0.0
1237,874,142,0.0,0.0,-3.16056,7007.455078,6762.606934,-11.75974,0.0,0.0
583,1706,142,271.836731,0.0,3.16056,7030.60498,6785.756836,-11.75974,0.0,0.0
1002,3333,142,220.408157,-3.16056,-3.16056,7092.952637,6848.104492,-11.75974,0.0,0.0
597,604,142,301.224457,0.0,6.32112,6992.879883,6748.031738,-11.75974,0.0,0.0
604,1052,142,124.897949,3.16056,3.16056,7006.509766,6761.661621,-11.75974,0.0,0.0
1194,576,142,264.489777,3.16056,0.0,6975.910156,6731.062012,-11.75974,0.0,0.0
498,3539,142,271.836731,0.0,9.48168,7127.538086,6882.689941,-11.75974,0.0,0.0
1066,910,142,58.775509,0.0,15.8028,7006.708984,6761.86084,-11.75974,0.0,0.0
412,448,142,44.081627,-6.32112,-3.16056,7003.979492,6759.131348,-11.75974,0.0,0.0
2566,3326,142,132.244888,3.16056,-3.16056,7215.537598,6970.689453,-11.75974,0.0,0.0
1059,3532,142,66.122444,3.16056,3.16056,7096.172852,6851.324707,-11.75974,0.0,0.0
1635,917,142,264.489777,-9.48168,6.32112,7027.210938,6782.362793,-11.75974,0.0,0.0
1493,2161,142,352.653015,-3.16056,9.48168,7081.095215,6836.24707,-11.75974,0.0,0.0
1500,2850,142,0.0,9.48168,0.0,7095.734863,6850.886719,-11.75974,0.0,0.0
405,1912,142,139.591827,3.16056,-3.16056,7030.109863,6785.261719,-11.75974,0.0,0.0
1891,611,142,315.918365,0.0,6.32112,7010.696777,6765.848633,-11.75974,0.0,0.0
711,2253,142,110.204079,-3.16056,0.0,7060.285156,6815.437012,-11.75974,0.0,0.0
1009,2623,142,213.061203,-3.16056,-3.16056,7078.524414,6833.67627,-11.75974,0.0,0.0
1521,3227,142,315.918365,3.16056,-6.32112,7108.790039,6863.941895,-11.75974,0.0,0.0
277,3397,142,14.693877,3.16056,0.0,7138.208008,6893.359863,-11.75974,0.0,0.0
732,2694,142,0.0,3.16056,-3.16056,7077.755859,6832.907715,-11.75974,0.0,0.0
1542,2381,142,117.551018,0.0,6.32112,7086.063477,6841.215332,-11.75974,0.0,0.0
405,739,142,146.938766,12.64224,-3.16056,7001.96875,6757.120605,-11.75974,0.0,0.0
2594,2040,142,95.510201,-6.32112,-6.32112,7123.681641,6878.833496,-11.75974,0.0,0.0
3476,810,142,330.612244,-6.32112,12.64224,7149.922852,6905.074707,-11.75974,0.0,0.0
2054,2196,142,73.469383,-6.32112,-3.16056,7097.413574,6852.56543,-11.75974,0.0,0.0
2928,334,142,205.714279,0.0,0.0,7085.222168,6840.374023,-11.75974,0.0,0.0
1315,3063,142,249.795898,12.64224,3.16056,7093.129883,6848.281738,-11.75974,0.0,0.0
725,3049,142,264.489777,-3.16056,-6.32112,7090.952637,6846.104492,-11.75974,0.0,0.0
1059,604,142,154.285706,-6.32112,3.16056,6979.165039,6734.316895,-11.75974,0.0,0.0
1485,192,142,0.0,9.48168,12.64224,6933.436035,6688.587891,-11.75974,0.0,0.0
270,533,142,44.081627,-9.48168,0.0,7013.568359,6768.720215,-11.75974,0.0,0.0
3369,1173,142,80.816322,-3.16056,0.0,7158.567871,6913.719727,-11.75974,0.0,0.0
2431,1343,142,95.510201,-3.16056,-3.16056,7096.083496,6851.235352,-11.75974,0.0,0.0
576,2225,142,95.510201,-6.32112,-3.16056,7054.178711,6809.330566,-11.75974,0.0,0.0
327,711,142,66.122444,6.32112,-12.64224,7005.020508,6760.172363,-11.75974,0.0,0.0
988,1841,142,257.142853,-6.32112,0.0,7056.799316,6811.951172,-11.75974,0.0,0.0
3312,192,142,102.85714,0.0,0.0,7115.326172,6870.478027,-11.75974,0.0,0.0
760,1045,142,249.795898,-3.16056,6.32112,7009.621094,6764.772949,-11.75974,0.0,0.0
355,2822,142,176.326508,6.32112,3.16056,7087.152832,6842.304688,-11.75974,0.0,0.0
2068,3070,142,124.897949,-6.32112,-6.32112,7146.652832,6901.804688,-11.75974,0.0,0.0
2914,1158,142,0.0,-9.48168,0.0,7122.031738,6877.183594,-11.75974,0.0,0.0
2203,1827,142,198.36734,0.0,0.0,7095.896484,6851.04834,-11.75974,0.0,0.0
426,2388,142,191.020401,-3.16056,0.0,7058.307129,6813.458984,-11.75974,0.0,0.0
1201,2829,142,308.571411,3.16056,3.16056,7085.658691,6840.810547,-11.75974,0.0,0.0
839,1158,142,249.795898,-3.16056,0.0,7017.970215,6773.12207,-11.75974,0.0,0.0
3618,3156,142,286.530609,0.0,-3.16056,7227.148926,6982.300781,-11.75974,0.0,0.0
2665,2715,142,51.42857,-9.48168,6.32112,7164.320801,6919.472656,-11.75974,0.0,0.0
2289,1059,142,80.816322,9.48168,0.0,7075.338867,6830.490723,-11.75974,0.0,0.0
3646,3348,142,323.265289,-12.64224,0.0,7207.146484,6962.29834,-11.75974,0.0,0.0
1727,2942,142,29.387754,0.0,3.16056,7111.484863,6866.636719,-11.75974,0.0,0.0
2431,3362,142,80.816322,-3.16056,-6.32112,7209.875,6965.026855,-11.75974,0.0,0.0
2139,2907,142,227.755096,0.0,-3.16056,7138.987793,6894.139648,-11.75974,0.0,0.0
1009,789,142,301.224457,-3.16056,-6.32112,6995.802734,6750.95459,-11.75974,0.0,0.0
